label,description
Impetigo,"There are sores on my face and mostly near my nose and lips. The sores are causing discomfort or pain, and there is a discharge of yellow or rust-colored fluid from them. Symptoms  skin rash, fever, red sores."
Impetigo,"I have been developing sores on my face and nose area. I am not sure what is causing this. The sores on my face are swollen and tender to the touch, and I have a burning sensation and redness of the skin. Symptoms  skin rash, fever, red sores."
Impetigo,"The rash on my face has become more painful and inflamed over the past few days, and the sores are beginning to weep clear fluid. It is getting extremely painful with each day. Symptoms  skin rash, fever, red sores."
Impetigo,"I have rashes on my face. I am starting to have small sores around my nose and often a yellow fluid comes out of the sores. The sores are becoming extremely painful. Symptoms  skin rash, fever, red sores."
Impetigo,"I am feeling really sick. I have a high fever and headache. I noticed rashes on my arms and face. I am extremely worried about this. Today, I observed red sores near my nose. Symptoms  skin rash, fever, red sores."
Impetigo,"I have been suffering from a high fever for the past few days. Sores are forming around my nose and there are rashes on different parts of my body. The sores are severe, and I am feeling really uneasy these days. Symptoms  skin rash, fever, red sores."
Impetigo,"I have a high fever and am really weak. My face has gotten sores. The blisters are itchy and painful. A yellow ooze frequently leaks from the wounds. Symptoms  skin rash, fever, red sores."
Impetigo,"I am experiencing skin rashes with burning sores. The blistering sores are fluid-filled, elevated, red colored lesions that are unpleasant to touch. I also have a high fever. Symptoms  skin rash, fever, red sores."
Impetigo,"I believe I have some skin disease. There are rashes on my face and small sores near my nose. The sores have become red, and painful and some kind of a yellow ooze discharges from them. Symptoms  skin rash, fever, red sores."
Impetigo,"I have noticed that the sores on my face are healing more slowly and are more likely to become infected. My cheek sores are large, painful to the touch, and extremely difficult to handle. I cant seem to get rid of these sores. Symptoms  skin rash, fever, red sores."
Impetigo,"I am having a high fever. I have had a skin rash on my face, neck and arms. The rash is made up of burning red lesions. I am concerned about my health. Symptoms  skin rash, fever, red sores."
Impetigo,"I have acquired skin rashes with blistering sores. The blistering sores are fluid-filled, elevated lesions that are unpleasant to touch. I am also running a high fever. Symptoms  skin rash, fever, red sores."
Impetigo,"I am running a high temperature. Near my nose, red sores are forming. The lesions are painful, and yellow rust-colored fluid is oozing from them. Symptoms  skin rash, fever, red sores."
Impetigo,"I have rashes around my nose, as well as huge red sores. The rash is spreading to other places on my body, as I have seen. In addition, I have a high temperature every night. Symptoms  skin rash, fever, red sores."
Impetigo,"My cheeks and nose are covered with red sores. I have observed that the rash on my neck and chest is spreading faster. I am also developing a mild fever. Symptoms  skin rash, fever, red sores."
Impetigo,"My nasal sores have crusted up and become difficult to touch. The wounds used to leak a yellow-rust coloured fluid. It is taking a lot longer to deal with using medication. Symptoms  skin rash, fever, red sores."
Impetigo,"A few days ago, I experienced a tiny rash around my nose. The rash is now accompanied by a burning feeling and skin redness and discharge of fluid. I believe it is some sort of infection. Symptoms  skin rash, fever, red sores."
Impetigo,"Small red sores appeared near my nose and neck at first. I now have a high temperature, and the sores have gotten more painful and inflamed in recent days. Symptoms  skin rash, fever, red sores."
Impetigo,"A rash has developed around my nose and lips, with huge red lesions that are painful and emit a yellow rust-colored fluid. Symptoms  skin rash, fever, red sores."
Impetigo,"My face is covered in sores. Most of them are near my nose and lips. The lesions are causing discomfort or suffering, and a yellow or rust-colored fluid is oozing from them. Symptoms  skin rash, fever, red sores."
Impetigo,"I have started getting sores on my face and nose. I have no idea what is causing this. My cheek sores are large and irritating to the touch, and I have a burning feeling and skin redness. Symptoms  skin rash, fever, red sores."
Impetigo,"Over the last two days, the rash on my face has gotten more severe and inflamed, and the blisters have begun to bleed clear pus. It is really painful to deal with. Symptoms  skin rash, fever, red sores."
Impetigo,"I feel I have a skin condition. My face has rashes and little blisters around my nose. The wounds have turned red and painful, and a yellow liquid is oozing from them. Symptoms  skin rash, fever, red sores."
Impetigo,"I have observed that the lesions on my face are healing slower and are more prone to infection. The lesions on my cheeks are huge, unpleasant to the touch, and incredibly difficult to treat. I cant seem to get these sores to go away. Symptoms  skin rash, fever, red sores."
Impetigo,"I am running a high temperature. I have developed a rash on my face, neck, and arms. The rash consists of painful red lesions. My health is a concern for me. Symptoms  skin rash, fever, red sores."
Impetigo,"Over the last week, the rash on my face has gotten more severe and painful, and the sores have begun to discharge a yellow colored fluid.  it is becoming increasingly painful by the day. Symptoms  skin rash, fever, red sores."
Impetigo,"I have had rashes on my face. I am developing little sores around my nose, and a yellow ooze is frequently oozing from them. The lesions have become even more painful. Symptoms  skin rash, fever, red sores."
Impetigo,"I am feeling quite ill. I have a high fever and a headache. Rashes appeared on my arms and face. I am quite concerned about this. I saw red sores around my nose and lips today. Symptoms  skin rash, fever, red sores."
Impetigo,"The rashes on my face are not healing. I tried some medications but it is not helping much. Recently, I noticed small sores near my nose. They are painful and very difficult to handle. Symptoms  skin rash, fever, red sores."
Dengue,"I am facing severe joint pain and vomitting. I have developed a skin rash that covers my entire body and is accompanied by intense itching. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been experiencing chills and shivering, despite being in a warm environment. My back pains all the time and there are red spots on my arms. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been experiencing severe joint pain that makes it difficult for me to move and perform my daily activities. Also, I have lost my apetite because of which I feel weak. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been vomiting frequently and have lost my appetite as a result. My joints and back pain all the time. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have a high fever accompanied with severe headache and body pain. I experince chills every night. There is a distinct pain behind my eyes too. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been feeling extremely tired and fatigued, and I have no energy to do anything. I have developed rashes on my neck, which itch upon touching.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been experiencing a severe headache that is accompanied by pain behind my eyes. I have lost my apetite and experience chills every night.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been feeling nauseous and have a constant urge to vomit. There is a strong pain behind my eyes and there are small red spots all over my arms. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have developed red spots on my body that are itchy and inflamed. I am also experiencing high fever along with chills and shivering.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been experiencing muscle pain that makes it difficult for me to move around. I have lost my apetite and feel vomiting. My legs and back pain a lot.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been experiencing back pain that is worse when I sit or stand for a long time. Also, there are rashes all over my body. There is a pain behind my eyes too. Symptoms  itching, fever, chills, vomitiong."
Dengue,"The skin rash I have developed is accompanied by redness and swelling. I dont feel well as I have severe fever accompanied with body pain. Symptoms  itching, fever, chills, vomitiong."
Dengue,"The chills and shivering I have been experiencing are accompanied by a feeling of coldness and high fever. I have also developed rashes on my arms and red spots on my neck. Symptoms  itching, fever, chills, vomitiong."
Dengue,"The joint pain I have been experiencing is severe and feels like a constant ache. My head aches most of the time and I am starting to develope mild fever, accompanied with chills.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"The vomiting I have been experiencing is accompanied by stomach cramps and dizziness. I have lost my apetite and feel weak as a result. There is a pain behind my eyes too. Symptoms  itching, fever, chills, vomitiong."
Dengue,"The high fever I have been experiencing is accompanied by sweating and weakness. My muscles pain as a result I cannot work all day.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"The fatigue I have been feeling is extreme and makes it difficult for me to perform even basic tasks. I feel vomitting and developed rashes on my arms, neck and legs.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"The headache I have been experiencing is severe and is accompanied by a feeling of pressure in my head. I have mild fever along with headache. There are small red spots on my back. Symptoms  itching, fever, chills, vomitiong."
Dengue,"The nausea I have been feeling is accompanied by a loss of appetite and feeling of unease. There is a distinct pain in my back and muscles pain too.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"The muscle pain I have been experiencing is severe and feels like a constant ache. There are red spots all over my body and the itching is causing me a lot of discomfort. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have developed a skin rash that covers my entire body and is accompanied by intense itching. My body pains and I have a mild fever, acompanied with headache and chills. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I am experiencing extreme body pain, headache and vomiting. I have developed red spots that covers my entire body and causes severe itching. Symptoms  itching, fever, chills, vomitiong."
Dengue,"My back hurts all the time, and my arms and neck have rashes. The back of eyes pain a lot. I also have fever and it is making we worried about my health. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been suffering from significant joint pain, which makes it difficult for me to walk and carry out my everyday tasks. I have also lost my appetite, which makes me feel weak and feel like vomitting. Symptoms  itching, fever, chills, vomitiong."
Dengue,"There is a constant behind my eyes. I have developed red spots on my neck and face and rashes on my arms. My arms and legs pain a lot. . The spots are itchy and uncomfortable and it is worrying me. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been feeling sick and feel a strong need to vomit. There is a sharp ache behind my eyes, and swollen red dots all over my back. Symptoms  itching, fever, chills, vomitiong."
Dengue,"My shivers and shivering have been accompanied with a sensation of coldness and a very high fever. Rashes on my arms and red patches on my neck have also appeared.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been suffering from severe joint ache. I feel vomiting most of the time, and I am developing a moderate fever with chills. The fever that doesn't seem to come down even with medication. Symptoms  itching, fever, chills, vomitiong."
Dengue,"The vomiting I have been having has been followed by stomach pains and dizziness. I have lost my appetite and as a result feel weak. My arms, back, neck pain most of the time. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have developed red spots on my arms and legs that are itchy and inflamed. I have been feeling nauseaus and have a constant urge to vomit. This is accomapanied by mild fever. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have developed a skin rash that covers my entire body. The rash is red and swollen, and is worse in certain areas such as my arms and legs. I have also lost my appetite.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been experiencing chills and shivering. There is a strong pain in my back and also behind my eyes. I have also noticed small red spots on my back and neck.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been experiencing severe joint pain that is making my day very difficult. I feel like vomiting all the time and have a mild headache too. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been vomiting frequently and have lost my appetite as a result. There are rashes on my skin and my eyes pain, because of which I cannot sleep properly. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have a high fever along with a severe headache. The fever is accompanied by extreme body pain and chills. I am worried about my health and dont know what to do. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been feeling extremely tired and fatigued, and I have no energy to do anything. The fatigue is so severe that I struggle to get out of bed. I have noticed small red spots on my arms and legs.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been experiencing a severe headache that is accompanied by pain behind my eyes. I feel tired and fatigued because of which I cannot work all day. I am worried about my health. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been feeling nauseous and have a constant urge to vomit, which is accompanied with mild fever and headache.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have developed rashes on my body that are itchy and. I have lost my appetite and feel very tired all day. I feel something is wrong with my body. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been experiencing muscle pain and headache. The muscle pain feels like a constant ache and is worse when I try to use the affected muscles. There are small red spots developing on my face, neck and arms. Symptoms  itching, fever, chills, vomitiong."
Dengue,"My back hurts, and I have rashes on my arms and armpits. The back of my eyeballs hurt a lot. I also have a mild fever, which is making us concerned about my health.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"I am experiencing very high fever and chills every night. It is really concerning me. Moreover, I dont feel like eating anything and my back, arms, legs pain a lot. There is a strange pain behing my eyes. I cant do any physical activities.  Symptoms  itching, fever, chills, vomitiong."
Dengue,"As a result of my regular vomiting, I have lost my appetite. My muscles, joints and back constantly hurt. I am starting to have fever too. I am really worried and not sure what to do. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been experiencing a severe fever that is accompanied by pain behind my eyes and headache. I feel tired and exhasuted because of which I cannot do any work. Symptoms  itching, fever, chills, vomitiong."
Dengue,"My whole body is paining a lot and I dont feel like eating anything. I have mild fever and get chills every night. Also, there are some red spots developing on my back and neck. Symptoms  itching, fever, chills, vomitiong."
Dengue,"My joints and back pain everyday. I feel like vomitting and this has made me very weak. Because of my body pain, I am not able to focus on my work and dont feel like doing anything. Symptoms  itching, fever, chills, vomitiong."
Dengue,"The body pain I have been feeling is extreme. I has lost my appetite and developed rashes on my arms and face. The back of my eyes pain a lot. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have developed rashes on my body. I am also experiencing high fever along with chills and headache. My joints and back hurt and there is a strange pain in the back of my eyes. Symptoms  itching, fever, chills, vomitiong."
Dengue,"I have been feeling nauseous and have a constant urge to vomit. I get high fever and chills every night and feel terrible because of this. Also, I feel I have lost my appetite. Symptoms  itching, fever, chills, vomitiong."
Dengue,"There are rashes on my skin, which itch if I touch them. I dont feel good as my joints pain whole day. At night, I have mild fever and get chills, because of which I cant sleep too. Symptoms  itching, fever, chills, vomitiong."
Fungal infection,"I have raised lumps, a rash that looks red and inflamed, discoloured areas of skin that are different colours from the rest of my skin, and itching on my skin. Symptoms  itching, rash, red blotches."
Fungal infection,"All over my body, there has been a severe itching that has been followed by a red, bumpy rash. My skin also has a few darkened spots and a few tiny, nodular breakouts. It has been happening for several days and is becoming worse. Symptoms  itching, rash, red blotches."
Fungal infection,"I have had a rash on my skin that looks like dischromic patches, and I also have a lot of nodular eruptions and really bad itching. During the previous week, it has become worse. Symptoms  itching, rash, red blotches."
Fungal infection,"I have had a rash that won't go away and a bothersome itching on my skin. In addition, I have seen some color-different areas and bumps that resemble knots or lumps on my skin. Symptoms  itching, rash, red blotches."
Fungal infection,"I have a rash all over my body, and I cant stop scratching because my skin is itchy. My skin also has a few spots where the hue is altered and some lumps and knot-like pimples. Symptoms  itching, rash, red blotches."
Fungal infection,"Recently, my skin has been quite itchy, and I have a rash all over my body. My skin also has a few spots where the hue is altered and some lumps and knot-like pimples. Symptoms  itching, rash, red blotches."
Fungal infection,"My skin has been itching a lot and developing a rash. Additionally, I have a few areas of my skin that are a different hue than the rest of it. Additionally, I have a few firm pimples or breakouts on my skin. Symptoms  itching, rash, red blotches."
Fungal infection,"All over my body has been itching like crazy, and now there are red areas all over. Additionally, some of the patches have a different tone than my natural skin. And on my skin, there are these lumps or pimples that have developed. Symptoms  itching, rash, red blotches."
Fungal infection,"My skin has been acting up recently, becoming extremely itchy and rashes-prone. Additionally, there are certain spots that deviate from my natural skin tone in terms of hue. And now my skin has these lumps or bumps that weren't there before. Symptoms  itching, rash, red blotches."
Fungal infection,"On my arms and legs, I have a lot of red pimples and itchy skin. My skin also has a few odd-looking lesions. And occasionally there are bumps that are somewhat uncomfortable. Symptoms  itching, rash, red blotches."
Fungal infection,"I have an itchy skin and lots of red bumps on my arms and legs. There are some weird looking spots on my skin too. And sometimes there are bumps that feel kind of hard. Symptoms  itching, rash, red blotches."
Fungal infection,"Doctor, I have a really itchy rash on my skin and there are some weird spots that are a different color. There are also some bumps on my skin that look like little knots. Symptoms  itching, rash, red blotches."
Fungal infection,"Doctor, My skin is covered in a very uncomfortable rash, along with some odd patches of a different hue. My skin also has a few pimples that resemble little knots. Symptoms  itching, rash, red blotches."
Fungal infection,"I have lots of itchy spots on my skin, and sometimes they turn red or bumpy. There are also some weird patches that are different colors than the rest of my skin, and sometimes I get these weird bumps that look like little balls. Symptoms  itching, rash, red blotches."
Fungal infection,"My skin frequently develops itchy bumps that can occasionally turn red or rough. Aside from that, my skin occasionally develops strange pimples that resemble small balls and some odd spots that are a different hue from the rest of my skin. Symptoms  itching, rash, red blotches."
Fungal infection,"Doctor, I have these red rashes that keep popping up and my skin is continuously itching. In addition, I have observed some odd color-different spots on my skin, as well as some little nodules on my skin that appear to be expanding. Symptoms  itching, rash, red blotches."
Fungal infection,"I have been experiencing some really intense itching all over my body, along with redness and bumps on my skin. There are also these weird patches that are different colors than the rest of my skin, and sometimes I get these nodules that look like small bumps. Symptoms  itching, rash, red blotches."
Fungal infection,"All over my body, I have been scratching so much that my skin has become red and developed pimples. Additionally, I occasionally get these nodules that resemble little pimples, as well as these strange patches that are a different hue from the rest of my skin. Symptoms  itching, rash, red blotches."
Fungal infection,"I have been experiencing a lot of itching, which has been accompanied with a rash that appears to be growing worse over time. There are also certain areas of skin that are different colours from the rest, and I have spotted several lumps that resemble little nodes. Symptoms  itching, rash, red blotches."
Fungal infection,"I have been having a lot of problems with itching, and  it is been accompanied by a rash that seems to be getting worse over time. There are also some patches of skin that are different colors than the rest, and I have noticed some bumps that look like little nodes. Symptoms  itching, rash, red blotches."
Fungal infection,"Doctor, My skin is covered in an uncomfortable rash and has a few odd patches of skin that are a different colour. There are a few pimples on my skin that resemble little knots. Symptoms  itching, rash, red blotches."
Fungal infection,"I have been itching a lot, and  it is been accompanied with a rash that looks to be getting worse over time. There are also some patches of skin that are different colours from the rest of the skin, as well as some lumps that resemble little nodes. Symptoms  itching, rash, red blotches."
Fungal infection,"My skin has been acting up lately, becoming exceedingly itchy and prone to rashes. Furthermore, several patches differ from my normal skin tone in terms of colour. And now I have lumps or bumps on my skin that weren't there before. Symptoms  itching, rash, red blotches."
Fungal infection,"A rash that appears to be developing throughout my skin has been accompanying my recent bouts of intense itching and discomfort. On my skin, I also have some dischromic spots and little lumps that seem to be appearing everywhere. Symptoms  itching, rash, red blotches."
Fungal infection,"My skin always itches, and occasionally it becomes quite rough and red. In addition, I occasionally get little pimples that resemble tiny balls and certain spots that are a different colour from the rest of my skin. It severely irritates me and itches. Symptoms  itching, rash, red blotches."
Fungal infection,"I have a lot of itching all over my skin, and sometimes it gets really red and bumpy. There are also some patches that are different colors than the rest of my skin, and sometimes I get these little bumps that look like little balls.  it is really annoying and itchy. Symptoms  itching, rash, red blotches."
Fungal infection,"I have had a pretty uncomfortable itch all over my body, as well as red and bumpy areas on my skin. There are also certain patches of my epidermis with a distinct shade than the rest of it, and I have had some pimples that resemble little balls. Symptoms  itching, rash, red blotches."
Fungal infection,"I have been really itchy lately and there are these rashy spots all over my skin. There are also some areas that look different in shade than the rest of my skin, and I have had some bumps that are kind of hard. Symptoms  itching, rash, red blotches."
Fungal infection,"I have been quite itchy recently, and I have rashy patches all over my skin. There are also certain regions that are darker in colour than the rest of my skin, and I have got some firm lumps. Symptoms  itching, rash, red blotches."
Fungal infection,"I have been rather itchy recently, and I have rashy blotches all over my skin. There are also certain regions that are more dark in color than the rest of my skin, and I have got some painful lumps. Symptoms  itching, rash, red blotches."
Fungal infection,"Recently, I have been scratching myself a lot, and my skin is covered with rashy places. Additionally, I have had a few pimples that are rather firm, and there are certain spots on my body that have a different shade of brown than the rest of my skin. Symptoms  itching, rash, red blotches."
Fungal infection,"My skin has been really itchy and there are these rashy spots all over. There are also some patches that look different in color than the rest of my skin, and I have had some bumps that are kind of hard. Symptoms  itching, rash, red blotches."
Fungal infection,"My skin has been really scratchy, and there are rashes all over my body. I have some bumps that are quite firm, as well as some areas that are a darker shade from the rest of my skin.  it is extremely unpleasant. Symptoms  itching, rash, red blotches."
Fungal infection,"There are rashy areas all over my skin, which has been really irritating. Additionally, I have some bumps that are fairly firm and some patches that are a different colour from the rest of my skin. Symptoms  itching, rash, red blotches."
Fungal infection,"Recently, I have been scratching myself a lot, and my skin is covered with rashy places. In addition, there are a few spots where my skin doesn't appear to be its usual shade, and I have experienced a few lumps that are quite painful. Symptoms  itching, rash, red blotches."
Fungal infection,"I have been really itchy lately and there are these rashy spots all over my skin. There are also some areas that dont look like the normal color of my skin, and I have had some bumps that are kind of hard. Symptoms  itching, rash, red blotches."
Fungal infection,"I have been quite itchy recently, and I have rashy places all over my body. There are also some regions that dont appear to be the typical hue of my skin, and I have experienced some firm lumps. Symptoms  itching, rash, red blotches."
Fungal infection,"I have been itching and have rashy patches all over my skin recently. There are also some regions that dont appear to be the regular tone of my skin, and I have experienced some painful bumps. Symptoms  itching, rash, red blotches."
Fungal infection,"Recently, I have been itching myself a lot, and my skin is covered with rashy patches. Furthermore, there are a few regions where my skin doesn't appear to be its usual tone, and I have experienced a few lumps that are exceptionally painful. Symptoms  itching, rash, red blotches."
Fungal infection,"I have been having this constant itch and there are these red and bumpy spots on my skin. There are also some patches that are a different color than the rest of my skin, and I have had some bumps that are kind of like little lumps. Symptoms  itching, rash, red blotches."
Fungal infection,"There are red, bumpy areas on my skin, and I have been scratching myself nonstop. Additionally, I have some bumps that resemble little lumps and some spots that are a different shade of skin than the rest of my body. Symptoms  itching, rash, red blotches."
Fungal infection,"I have had a lot of itching on my skin, which occasionally turns into a rash. There are also some odd patches of skin that are a different hue than the rest of me, and I occasionally get little pimples that resemble nodules. Symptoms  itching, rash, red blotches."
Fungal infection,"My body has been itching terribly all over, and there are now red spots everywhere. Some of the patches also differ in tone from my natural complexion. And there are these lumps or pimples that have appeared on my skin. Symptoms  itching, rash, red blotches."
Common Cold,"I cant stop sneezing and my nose is really runny. I am also really cold and tired all the time, and I have been coughing a lot. My fever is really high too, like way above normal. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My nose is extremely runny, and I cant seem to stop sneezing. In addition, I constantly feel cold, exhausted, and I have been coughing a lot. My fever is also really high far above normal. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been sneezing nonstop and I cant seem to shake this chill. I am feeling really weak and tired, and my cough won't go away. My fever is really high. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been sneezing incessantly and I just cant get this chill to go away. I feel so weak and exhausted, and my cough won't stop. My temperature is really high. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I am constantly sneezing and my body is shaking from being cold. I am so tired I can barely move and my head is killing me. My fever is through the roof. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I am constantly sneezing, and the cold is making my body tremble. I am so exhausted that I can hardly move, and my head hurts. My fever is quite high. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been quite exhausted and ill. I am sneezing nonstop and am quite cold. My head is throbbing, and I lack energy. Additionally, I have a very high fever and feel like I am on fire. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been feeling really tired and sick. I have been sneezing a lot and I cant seem to get warm. I am so tired and my head is killing me. And my fever is really high, like I am boiling. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been quite exhausted and ill. My throat has been quite painful, and I have had a fairly nasty cough. I have got a lot of chills and a pretty high temperature. Just feeling extremely run down and weak Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been quite exhausted and ill. I have been sneezing a lot and am having trouble warming up. I am so exhausted, and my head hurts. And I feel like I am boiling over with my high temperature. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I cant stop sneezing and I feel really tired and crummy. My throat is really sore and I have a lot of gunky stuff in my nose and throat. My neck feels swollen and puffy too. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I cant stop sneezing, and I am exhausted and sick. My throat is really uncomfortable, and there is a lot of junk in my nose and throat. My neck is also swollen and puffy. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I keep sneezing, and I am miserable and exhausted. I have a lot of gunky things in my nose and throat, and my throat is really hurting. My neck also feels puffy and swollen. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been feeling really exhausted and sick to my stomach. I have had a really bad cough and my throat has hurt a lot. I have experienced substantial sinus pressure and a congested nose. I am really unpleasant and worn out. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been sneezing a lot and feeling really tired and sick. There  also a lot of gross stuff coming out of my nose and my throat feels really scratchy. And my neck feels swollen too. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been wheezing a lot and am generally feeling sick and exhausted. My throat feels really scratchy, and a lot of gross stuff is flowing out of my nose. My neck also feels bloated. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My sinuses feel incredibly congested, and my eyes are continuously red. I just constantly feel drained and exhausted. In addition, I have a lot of uncomfortable phlegm in my throat. My lymph nodes feel bloated, and breathing has been challenging. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My eyes have been really red and my sinuses feel congested. I just dont have any energy and my throat has been really itchy. I have also noticed my lymph nodes are swollen and I have been coughing up a lot of phlegm. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My sinuses feel stuffy, and my eyes have been quite red. I simply lack energy, and my throat has been really scratchy. Along with the swelling in my lymph nodes, I have also been coughing up a lot of phlegm. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My eyes are always red and itchy, and my nose feels all stuffy and congested. I just feel kind of sick and tired all the time, and I keep coughing up all this gunk. My throat feels sore and scratchy, and I have noticed that the bumps on my neck are bigger than usual. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My nose always feels stuffy and congested, and my eyes are always red and itching. I have a feeling of being unwell and fatigued, and I keep hacking up this gunk. I have a scratchy, irritated throat, and I have seen that my neck  bumps are larger than usual. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I keep sneezing, and my eyes dont quit dripping.  it is incredibly difficult for me to breathe because it feels like there is something trapped in my throat. I often feel exhausted, and lately, I have had a lot of phlegm. Moreover, my lymph nodes are enlarged. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My eyes are red and watery all the time. I have also had this pressure in my sinuses that won't go away. I am always feeling tired and I have been having a lot of trouble breathing. I have also had a lot of gunk in my throat and my lymph nodes are swollen. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My eyes are constantly red and runny. A persistent tightness in my sinuses has also been bothering me. I have been having a lot of difficulties breathing and constantly feel fatigued. In addition, I have a lot of throat mucus and inflamed lymph nodes. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My nose feels quite clogged, and my eyes are constantly very red and runny. In addition, my chest hurts and I have been having a lot of breathing problems. In addition, my muscles feel quite painful, and I cant smell anything. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My eyes are usually red and runny, and my nose is always stuffy. I have also been having difficulty breathing and my chest hurts. In addition, I cant smell anything and my muscles are quite painful. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My eyes are usually red and inflamed, and I have the impression that something is clogging my sinuses. I have been coughing up a lot of gunk, and my chest hurts. I cant smell anything, and my muscles are aching. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My eyes are always red and swollen, and I feel like there  something blocking my sinuses. I have been coughing up a lot of goo and my chest feels really heavy. I cant smell anything and my muscles are really sore. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have been coughing a lot and feeling chilly and shivery. My nose has been quite clogged, and I am experiencing facial pressure. I also have a lot of phlegm, and coughing pains my chest. I cant smell anything, and my muscles are aching. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"For days, I have had a nasty cough and cold. My sinuses are clogged, and I have facial pressure. I have also been creating phlegm, and coughing pains my chest. I cant smell anything, and my muscles are aching. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I have had a nasty cough and cold for days. My sinuses are congested, and I have facial pressure. I have also been coughing up mucus, and it pains my chest. I cant smell anything and my muscles are aching. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"My cough and cold have been awful for days. My sinuses are congested, and my face is under strain. Additionally, I have been coughing up phlegm, and it hurts in my chest. I have no sense of smell, and my muscles hurt a lot. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
Common Cold,"I am coughing nonstop and I am shivering terribly. I have a stuffy nose and my face is under strain. In addition, my throat is coughing up some nasty gunk, and my chest hurts. My muscles hurt a lot, and I cant smell anything. Symptoms  cough, muscle pain, stuffy nose, dificulty breathing."
